comment_id,platform,source_type,topic,comment_text,sentiment,intent,spam
737,YouTube,video,music,Start earning from home today after reading the description.,positive,financial_promotion,1
447,YouTube,video,news,Comment YES to get noticed after reading the description.,neutral,engagement_bait,1
725,YouTube,video,education,Double your investment with this offer during the weekend.,positive,financial_promotion,1
884,Instagram,post,sports,Join our newsletter for updates on my phone.,positive,advertisement_or_promotion,1
298,Instagram,post,food,Which option should I choose in the mobile application.,neutral,question_or_information_request,0
1012,Instagram,post,sports,Buy leaked answers from my private group while comparing different options.,positive,fraudulent_service_offer,1
469,YouTube,video,education,Tag three people to participate for my current project.,neutral,engagement_bait,1
622,Instagram,post,gaming,There are several sides to this issue while comparing different options.,neutral,general_discussion,0
820,Instagram,post,sports,Get premium access at a lower price before making a decision.,positive,advertisement_or_promotion,1
360,Instagram,post,technology,Congratulations on winning before making a decision.,positive,giveaway_or_reward_scam,1
231,YouTube,video,news,How does this work after trying the latest update.,neutral,question_or_information_request,0
656,Instagram,post,technology,This topic deserves further discussion for a beginner.,neutral,general_discussion,0
637,YouTube,video,education,The discussion raises an important point after reading the description.,neutral,general_discussion,0
623,YouTube,video,news,There are several sides to this issue for a small business.,neutral,general_discussion,0
847,YouTube,video,news,Discover our new collection today after reading the description.,positive,advertisement_or_promotion,1
1091,YouTube,video,travel,Purchase exclusive access through my contact after trying the latest update.,positive,fraudulent_service_offer,1
498,Instagram,post,food,Support my page and I will support yours in the mobile application.,neutral,engagement_bait,1
738,Instagram,post,food,Start earning from home today in the mobile application.,positive,financial_promotion,1
779,YouTube,video,travel,Our members are earning every day for my current project.,positive,financial_promotion,1
501,YouTube,video,education,I tested this and it worked as expected after trying the latest update.,neutral,user_experience_feedback,0
282,Instagram,post,food,Does this support beginners while comparing different options.,neutral,question_or_information_request,0
1000,Instagram,post,technology,An offline mode would be helpful before making a decision.,neutral,feature_or_content_request,0
542,Instagram,post,gaming,I used this with a different setup while comparing different options.,neutral,user_experience_feedback,0
962,Instagram,post,food,I would like a filter for older posts while comparing different options.,neutral,feature_or_content_request,0
1007,YouTube,video,news,DM me for guaranteed job placement after reading the description.,positive,fraudulent_service_offer,1
657,YouTube,video,music,This topic deserves further discussion after reading the description.,neutral,general_discussion,0
613,YouTube,video,education,I have been thinking about this topic for a small business.,neutral,general_discussion,0
1096,Instagram,post,technology,Purchase exclusive access through my contact for a beginner.,positive,fraudulent_service_offer,1
413,YouTube,video,education,Subscribe and comment DONE for a small business.,neutral,engagement_bait,1
806,Instagram,post,gaming,Visit our website for a special offer for a beginner.,positive,advertisement_or_promotion,1
112,Instagram,post,technology,I really enjoyed this while comparing different options.,positive,praise_or_appreciation,0
467,YouTube,video,travel,Tag three people to participate after reading the description.,neutral,engagement_bait,1
51,YouTube,video,travel,The result contains an error after trying the latest update.,negative,complaint_or_problem_report,0
345,YouTube,video,music,Collect your free gift today during the weekend.,positive,giveaway_or_reward_scam,1
138,Instagram,post,food,The creator did a great job in the mobile application.,positive,praise_or_appreciation,0
609,YouTube,video,music,This is an interesting perspective for my current project.,neutral,general_discussion,0
32,Instagram,post,technology,The quality is much worse than expected while comparing different options.,negative,complaint_or_problem_report,0
665,YouTube,video,music,Different users may have different experiences during the weekend.,neutral,general_discussion,0
7,YouTube,video,news,The app keeps crashing after reading the description.,negative,complaint_or_problem_report,0
941,YouTube,video,education,Can you add subtitles to the video after trying the latest update.,neutral,feature_or_content_request,0
291,YouTube,video,travel,Which option should I choose after trying the latest update.,neutral,question_or_information_request,0
319,YouTube,video,news,Claim your free reward now for my current project.,positive,giveaway_or_reward_scam,1
715,YouTube,video,travel,Join our group for daily profit signals during the weekend.,positive,financial_promotion,1
1054,Instagram,post,gaming,I can provide restricted interview questions on my phone.,positive,fraudulent_service_offer,1
690,Instagram,post,food,I would like to hear other opinions before making a decision.,neutral,general_discussion,0
774,Instagram,post,gaming,Our members are earning every day on my phone.,positive,financial_promotion,1
170,Instagram,post,food,I appreciate the effort before making a decision.,positive,praise_or_appreciation,0
76,Instagram,post,sports,The content leaves out important details for a beginner.,negative,complaint_or_problem_report,0
308,Instagram,post,sports,You have won a special prize in the mobile application.,positive,giveaway_or_reward_scam,1
407,YouTube,video,news,Follow my account and I will follow back after reading the description.,neutral,engagement_bait,1
1077,YouTube,video,education,Get professional credentials without training after reading the description.,positive,fraudulent_service_offer,1
642,Instagram,post,food,I agree that more context is needed while comparing different options.,neutral,general_discussion,0
667,YouTube,video,travel,Different users may have different experiences after reading the description.,neutral,general_discussion,0
951,YouTube,video,news,Please provide a shorter version after trying the latest update.,neutral,feature_or_content_request,0
888,Instagram,post,technology,Join our newsletter for updates in the mobile application.,positive,advertisement_or_promotion,1
881,YouTube,video,music,Join our newsletter for updates after trying the latest update.,positive,advertisement_or_promotion,1
727,YouTube,video,news,Double your investment with this offer after reading the description.,positive,financial_promotion,1
836,Instagram,post,sports,Try our service with a limited discount for a beginner.,positive,advertisement_or_promotion,1
40,Instagram,post,technology,The quality is much worse than expected before making a decision.,negative,complaint_or_problem_report,0
551,YouTube,video,news,The result was different for me after trying the latest update.,neutral,user_experience_feedback,0
253,YouTube,video,education,Can someone clarify the final step for a small business.,neutral,question_or_information_request,0
874,Instagram,post,food,Use this offer before it expires on my phone.,positive,advertisement_or_promotion,1
333,YouTube,video,education,You are eligible for an exclusive bonus for a small business.,positive,giveaway_or_reward_scam,1
950,Instagram,post,gaming,Can you add subtitles to the video before making a decision.,neutral,feature_or_content_request,0
1088,Instagram,post,technology,Message me for a shortcut to approval in the mobile application.,positive,fraudulent_service_offer,1
754,Instagram,post,food,Invest now for an exclusive bonus on my phone.,positive,financial_promotion,1
388,Instagram,post,sports,You have been chosen for a giveaway in the mobile application.,positive,giveaway_or_reward_scam,1
1078,Instagram,post,gaming,Get professional credentials without training in the mobile application.,positive,fraudulent_service_offer,1
121,YouTube,video,music,The explanation is very clear after trying the latest update.,positive,praise_or_appreciation,0
979,YouTube,video,travel,Could you add keyboard shortcuts for my current project.,neutral,feature_or_content_request,0
39,YouTube,video,news,The quality is much worse than expected for my current project.,negative,complaint_or_problem_report,0
130,Instagram,post,food,The explanation is very clear before making a decision.,positive,praise_or_appreciation,0
243,YouTube,video,travel,Where can I find the documentation for a small business.,neutral,question_or_information_request,0
378,Instagram,post,food,Register now to receive your prize in the mobile application.,positive,giveaway_or_reward_scam,1
382,Instagram,post,gaming,You have been chosen for a giveaway while comparing different options.,positive,giveaway_or_reward_scam,1
34,Instagram,post,food,The quality is much worse than expected on my phone.,negative,complaint_or_problem_report,0
689,YouTube,video,music,I would like to hear other opinions for my current project.,neutral,general_discussion,0
845,YouTube,video,education,Discover our new collection today during the weekend.,positive,advertisement_or_promotion,1
48,Instagram,post,technology,The service has been frustrating in the mobile application.,negative,complaint_or_problem_report,0
608,Instagram,post,technology,This is an interesting perspective in the mobile application.,neutral,general_discussion,0
503,YouTube,video,news,I tested this and it worked as expected for a small business.,neutral,user_experience_feedback,0
384,Instagram,post,technology,You have been chosen for a giveaway on my phone.,positive,giveaway_or_reward_scam,1
792,Instagram,post,technology,Contact us for instant profit guidance while comparing different options.,positive,financial_promotion,1
742,Instagram,post,gaming,Get guaranteed returns through this program while comparing different options.,positive,financial_promotion,1
234,Instagram,post,food,How does this work on my phone.,neutral,question_or_information_request,0
801,YouTube,video,music,Visit our website for a special offer after trying the latest update.,positive,advertisement_or_promotion,1
705,YouTube,video,music,Earn money quickly with this method during the weekend.,positive,financial_promotion,1
846,Instagram,post,gaming,Discover our new collection today for a beginner.,positive,advertisement_or_promotion,1
660,Instagram,post,sports,This topic deserves further discussion before making a decision.,neutral,general_discussion,0
914,Instagram,post,food,Could you include more examples on my phone.,neutral,feature_or_content_request,0
1074,Instagram,post,food,Get professional credentials without training on my phone.,positive,fraudulent_service_offer,1
321,YouTube,video,music,Your account was selected for a gift after trying the latest update.,positive,giveaway_or_reward_scam,1
10,Instagram,post,food,The app keeps crashing before making a decision.,negative,complaint_or_problem_report,0
691,YouTube,video,travel,This connects with a similar discussion after trying the latest update.,neutral,general_discussion,0
26,Instagram,post,food,The instructions are confusing for a beginner.,negative,complaint_or_problem_report,0
958,Instagram,post,gaming,Please provide a shorter version in the mobile application.,neutral,feature_or_content_request,0
232,Instagram,post,technology,How does this work while comparing different options.,neutral,question_or_information_request,0
1095,YouTube,video,news,Purchase exclusive access through my contact during the weekend.,positive,fraudulent_service_offer,1
912,Instagram,post,technology,Could you include more examples while comparing different options.,neutral,feature_or_content_request,0
185,YouTube,video,music,The examples are very useful during the weekend.,positive,praise_or_appreciation,0
639,YouTube,video,news,The discussion raises an important point for my current project.,neutral,general_discussion,0
593,YouTube,video,music,My experience may help other users for a small business.,neutral,user_experience_feedback,0
489,YouTube,video,music,Like and share this message for my current project.,neutral,engagement_bait,1
561,YouTube,video,music,I tested the example with new data after trying the latest update.,neutral,user_experience_feedback,0
840,Instagram,post,technology,Try our service with a limited discount before making a decision.,positive,advertisement_or_promotion,1
118,Instagram,post,gaming,I really enjoyed this in the mobile application.,positive,praise_or_appreciation,0
461,YouTube,video,education,Tag three people to participate after trying the latest update.,neutral,engagement_bait,1
355,YouTube,video,travel,Congratulations on winning during the weekend.,positive,giveaway_or_reward_scam,1
350,Instagram,post,gaming,Collect your free gift today before making a decision.,positive,giveaway_or_reward_scam,1
828,Instagram,post,sports,Download the complete guide from our page in the mobile application.,positive,advertisement_or_promotion,1
927,YouTube,video,news,Please support additional languages after reading the description.,neutral,feature_or_content_request,0
481,YouTube,video,music,Like and share this message after trying the latest update.,neutral,engagement_bait,1
352,Instagram,post,technology,Congratulations on winning while comparing different options.,positive,giveaway_or_reward_scam,1
424,Instagram,post,technology,Share this with your friends on my phone.,neutral,engagement_bait,1
9,YouTube,video,music,The app keeps crashing for my current project.,negative,complaint_or_problem_report,0
780,Instagram,post,sports,Our members are earning every day before making a decision.,positive,financial_promotion,1
417,YouTube,video,music,Subscribe and comment DONE after reading the description.,neutral,engagement_bait,1
682,Instagram,post,food,I would like to hear other opinions while comparing different options.,neutral,general_discussion,0
1048,Instagram,post,technology,Contact me for confidential account access in the mobile application.,positive,fraudulent_service_offer,1
449,YouTube,video,music,Comment YES to get noticed for my current project.,neutral,engagement_bait,1
898,Instagram,post,food,Explore the featured service online in the mobile application.,positive,advertisement_or_promotion,1
578,Instagram,post,food,This worked after restarting the app in the mobile application.,neutral,user_experience_feedback,0
72,Instagram,post,technology,The content leaves out important details while comparing different options.,negative,complaint_or_problem_report,0
901,YouTube,video,education,Please add a dark mode option after trying the latest update.,neutral,feature_or_content_request,0
612,Instagram,post,sports,I have been thinking about this topic while comparing different options.,neutral,general_discussion,0
1065,YouTube,video,music,Send payment to receive the guaranteed result during the weekend.,positive,fraudulent_service_offer,1
854,Instagram,post,gaming,Order now for fast delivery on my phone.,positive,advertisement_or_promotion,1
220,Instagram,post,sports,What tools did you use before making a decision.,neutral,question_or_information_request,0
322,Instagram,post,food,Your account was selected for a gift while comparing different options.,positive,giveaway_or_reward_scam,1
263,YouTube,video,news,What are the requirements for a small business.,neutral,question_or_information_request,0
474,Instagram,post,food,Subscribe for more content on my phone.,neutral,engagement_bait,1
586,Instagram,post,food,I followed the instructions carefully for a beginner.,neutral,user_experience_feedback,0
423,YouTube,video,news,Share this with your friends for a small business.,neutral,engagement_bait,1
23,YouTube,video,news,The instructions are confusing for a small business.,negative,complaint_or_problem_report,0
600,Instagram,post,technology,My experience may help other users before making a decision.,neutral,user_experience_feedback,0
330,Instagram,post,food,Your account was selected for a gift before making a decision.,positive,giveaway_or_reward_scam,1
714,Instagram,post,food,Join our group for daily profit signals on my phone.,positive,financial_promotion,1
867,YouTube,video,travel,Check our profile for exclusive products after reading the description.,positive,advertisement_or_promotion,1
146,Instagram,post,food,This helped me a lot for a beginner.,positive,praise_or_appreciation,0
1090,Instagram,post,food,Message me for a shortcut to approval before making a decision.,positive,fraudulent_service_offer,1
678,Instagram,post,gaming,That is a reasonable way to look at it in the mobile application.,neutral,general_discussion,0
1052,Instagram,post,sports,I can provide restricted interview questions while comparing different options.,positive,fraudulent_service_offer,1
649,YouTube,video,music,I agree that more context is needed for my current project.,neutral,general_discussion,0
392,Instagram,post,technology,Click to unlock your cash reward while comparing different options.,positive,giveaway_or_reward_scam,1
750,Instagram,post,gaming,Get guaranteed returns through this program before making a decision.,positive,financial_promotion,1
860,Instagram,post,sports,Order now for fast delivery before making a decision.,positive,advertisement_or_promotion,1
722,Instagram,post,food,Double your investment with this offer while comparing different options.,positive,financial_promotion,1
934,Instagram,post,gaming,It would be useful to have an export button on my phone.,neutral,feature_or_content_request,0
367,YouTube,video,news,A reward is waiting for you after reading the description.,positive,giveaway_or_reward_scam,1
554,Instagram,post,food,The result was different for me on my phone.,neutral,user_experience_feedback,0
517,YouTube,video,education,I tried the suggested method after reading the description.,neutral,user_experience_feedback,0
80,Instagram,post,technology,The content leaves out important details before making a decision.,negative,complaint_or_problem_report,0
1066,Instagram,post,food,Send payment to receive the guaranteed result for a beginner.,positive,fraudulent_service_offer,1
437,YouTube,video,education,Like this post for a surprise after reading the description.,neutral,engagement_bait,1
1019,YouTube,video,travel,Buy leaked answers from my private group for my current project.,positive,fraudulent_service_offer,1
745,YouTube,video,music,Get guaranteed returns through this program during the weekend.,positive,financial_promotion,1
1031,YouTube,video,news,Pay a small fee for guaranteed approval after trying the latest update.,positive,fraudulent_service_offer,1
1038,Instagram,post,gaming,Pay a small fee for guaranteed approval in the mobile application.,positive,fraudulent_service_offer,1
323,YouTube,video,travel,Your account was selected for a gift for a small business.,positive,giveaway_or_reward_scam,1
726,Instagram,post,gaming,Double your investment with this offer for a beginner.,positive,financial_promotion,1
1032,Instagram,post,technology,Pay a small fee for guaranteed approval while comparing different options.,positive,fraudulent_service_offer,1
589,YouTube,video,education,I followed the instructions carefully for my current project.,neutral,user_experience_feedback,0
807,YouTube,video,news,Visit our website for a special offer after reading the description.,positive,advertisement_or_promotion,1
834,Instagram,post,food,Try our service with a limited discount on my phone.,positive,advertisement_or_promotion,1
1037,YouTube,video,education,Pay a small fee for guaranteed approval after reading the description.,positive,fraudulent_service_offer,1
1010,Instagram,post,food,DM me for guaranteed job placement before making a decision.,positive,fraudulent_service_offer,1
74,Instagram,post,food,The content leaves out important details on my phone.,negative,complaint_or_problem_report,0
46,Instagram,post,gaming,The service has been frustrating for a beginner.,negative,complaint_or_problem_report,0
419,YouTube,video,travel,Subscribe and comment DONE for my current project.,neutral,engagement_bait,1
136,Instagram,post,technology,The creator did a great job for a beginner.,positive,praise_or_appreciation,0
526,Instagram,post,gaming,My experience was reasonable for a beginner.,neutral,user_experience_feedback,0
3,YouTube,video,travel,The app keeps crashing for a small business.,negative,complaint_or_problem_report,0
793,YouTube,video,music,Contact us for instant profit guidance for a small business.,positive,financial_promotion,1
895,YouTube,video,news,Explore the featured service online during the weekend.,positive,advertisement_or_promotion,1
128,Instagram,post,technology,The explanation is very clear in the mobile application.,positive,praise_or_appreciation,0
103,YouTube,video,news,This is excellent for a small business.,positive,praise_or_appreciation,0
336,Instagram,post,technology,You are eligible for an exclusive bonus for a beginner.,positive,giveaway_or_reward_scam,1
747,YouTube,video,travel,Get guaranteed returns through this program after reading the description.,positive,financial_promotion,1
752,Instagram,post,technology,Invest now for an exclusive bonus while comparing different options.,positive,financial_promotion,1
244,Instagram,post,sports,Where can I find the documentation on my phone.,neutral,question_or_information_request,0
43,YouTube,video,travel,The service has been frustrating for a small business.,negative,complaint_or_problem_report,0
972,Instagram,post,sports,Could you add keyboard shortcuts while comparing different options.,neutral,feature_or_content_request,0
853,YouTube,video,education,Order now for fast delivery for a small business.,positive,advertisement_or_promotion,1
910,Instagram,post,gaming,Please add a dark mode option before making a decision.,neutral,feature_or_content_request,0
858,Instagram,post,food,Order now for fast delivery in the mobile application.,positive,advertisement_or_promotion,1
587,YouTube,video,travel,I followed the instructions carefully after reading the description.,neutral,user_experience_feedback,0
999,YouTube,video,news,An offline mode would be helpful for my current project.,neutral,feature_or_content_request,0
317,YouTube,video,education,Claim your free reward now after reading the description.,positive,giveaway_or_reward_scam,1
36,Instagram,post,sports,The quality is much worse than expected for a beginner.,negative,complaint_or_problem_report,0
251,YouTube,video,travel,Can someone clarify the final step after trying the latest update.,neutral,question_or_information_request,0
332,Instagram,post,sports,You are eligible for an exclusive bonus while comparing different options.,positive,giveaway_or_reward_scam,1
337,YouTube,video,music,You are eligible for an exclusive bonus after reading the description.,positive,giveaway_or_reward_scam,1
1030,Instagram,post,gaming,Get an instant certificate without an exam before making a decision.,positive,fraudulent_service_offer,1
956,Instagram,post,sports,Please provide a shorter version for a beginner.,neutral,feature_or_content_request,0
4,Instagram,post,sports,The app keeps crashing on my phone.,negative,complaint_or_problem_report,0
706,Instagram,post,food,Earn money quickly with this method for a beginner.,positive,financial_promotion,1
599,YouTube,video,news,My experience may help other users for my current project.,neutral,user_experience_feedback,0
162,Instagram,post,food,I appreciate the effort while comparing different options.,positive,praise_or_appreciation,0
190,Instagram,post,gaming,The examples are very useful before making a decision.,positive,praise_or_appreciation,0
471,YouTube,video,news,Subscribe for more content after trying the latest update.,neutral,engagement_bait,1
47,YouTube,video,news,The service has been frustrating after reading the description.,negative,complaint_or_problem_report,0
301,YouTube,video,education,You have won a special prize after trying the latest update.,positive,giveaway_or_reward_scam,1
249,YouTube,video,music,Where can I find the documentation for my current project.,neutral,question_or_information_request,0
955,YouTube,video,travel,Please provide a shorter version during the weekend.,neutral,feature_or_content_request,0
549,YouTube,video,education,I used this with a different setup for my current project.,neutral,user_experience_feedback,0
391,YouTube,video,news,Click to unlock your cash reward after trying the latest update.,positive,giveaway_or_reward_scam,1
687,YouTube,video,news,I would like to hear other opinions after reading the description.,neutral,general_discussion,0
57,YouTube,video,music,The result contains an error after reading the description.,negative,complaint_or_problem_report,0
1050,Instagram,post,food,Contact me for confidential account access before making a decision.,positive,fraudulent_service_offer,1
646,Instagram,post,gaming,I agree that more context is needed for a beginner.,neutral,general_discussion,0
262,Instagram,post,gaming,What are the requirements while comparing different options.,neutral,question_or_information_request,0
902,Instagram,post,gaming,Please add a dark mode option while comparing different options.,neutral,feature_or_content_request,0
995,YouTube,video,travel,An offline mode would be helpful during the weekend.,neutral,feature_or_content_request,0
584,Instagram,post,technology,I followed the instructions carefully on my phone.,neutral,user_experience_feedback,0
938,Instagram,post,food,It would be useful to have an export button in the mobile application.,neutral,feature_or_content_request,0
565,YouTube,video,education,I tested the example with new data during the weekend.,neutral,user_experience_feedback,0
415,YouTube,video,news,Subscribe and comment DONE during the weekend.,neutral,engagement_bait,1
1086,Instagram,post,gaming,Message me for a shortcut to approval for a beginner.,positive,fraudulent_service_offer,1
204,Instagram,post,sports,Could you explain this part on my phone.,neutral,question_or_information_request,0
878,Instagram,post,gaming,Use this offer before it expires in the mobile application.,positive,advertisement_or_promotion,1
236,Instagram,post,sports,How does this work for a beginner.,neutral,question_or_information_request,0
221,YouTube,video,education,Is this available everywhere after trying the latest update.,neutral,question_or_information_request,0
316,Instagram,post,sports,Claim your free reward now for a beginner.,positive,giveaway_or_reward_scam,1
519,YouTube,video,news,I tried the suggested method for my current project.,neutral,user_experience_feedback,0
403,YouTube,video,travel,Follow my account and I will follow back for a small business.,neutral,engagement_bait,1
607,YouTube,video,news,This is an interesting perspective after reading the description.,neutral,general_discussion,0
443,YouTube,video,travel,Comment YES to get noticed for a small business.,neutral,engagement_bait,1
1047,YouTube,video,news,Contact me for confidential account access after reading the description.,positive,fraudulent_service_offer,1
816,Instagram,post,technology,Get premium access at a lower price for a beginner.,positive,advertisement_or_promotion,1
252,Instagram,post,sports,Can someone clarify the final step while comparing different options.,neutral,question_or_information_request,0
487,YouTube,video,news,Like and share this message after reading the description.,neutral,engagement_bait,1
527,YouTube,video,news,My experience was reasonable after reading the description.,neutral,user_experience_feedback,0
195,YouTube,video,travel,This is one of the best posts during the weekend.,positive,praise_or_appreciation,0
688,Instagram,post,technology,I would like to hear other opinions in the mobile application.,neutral,general_discussion,0
977,YouTube,video,music,Could you add keyboard shortcuts after reading the description.,neutral,feature_or_content_request,0
16,Instagram,post,technology,This feature is not working correctly for a beginner.,negative,complaint_or_problem_report,0
38,Instagram,post,gaming,The quality is much worse than expected in the mobile application.,negative,complaint_or_problem_report,0
257,YouTube,video,music,Can someone clarify the final step after reading the description.,neutral,question_or_information_request,0
631,YouTube,video,news,The discussion raises an important point after trying the latest update.,neutral,general_discussion,0
894,Instagram,post,gaming,Explore the featured service online on my phone.,positive,advertisement_or_promotion,1
278,Instagram,post,gaming,When will the next version be released in the mobile application.,neutral,question_or_information_request,0
788,Instagram,post,sports,Claim a limited financial opportunity in the mobile application.,positive,financial_promotion,1
513,YouTube,video,music,I tried the suggested method for a small business.,neutral,user_experience_feedback,0
1015,YouTube,video,news,Buy leaked answers from my private group during the weekend.,positive,fraudulent_service_offer,1
297,YouTube,video,music,Which option should I choose after reading the description.,neutral,question_or_information_request,0
869,YouTube,video,education,Check our profile for exclusive products for my current project.,positive,advertisement_or_promotion,1
865,YouTube,video,music,Check our profile for exclusive products during the weekend.,positive,advertisement_or_promotion,1
313,YouTube,video,music,Claim your free reward now for a small business.,positive,giveaway_or_reward_scam,1
883,YouTube,video,travel,Join our newsletter for updates for a small business.,positive,advertisement_or_promotion,1
207,YouTube,video,news,Could you explain this part after reading the description.,neutral,question_or_information_request,0
990,Instagram,post,gaming,Please include the source code before making a decision.,neutral,feature_or_content_request,0
52,Instagram,post,sports,The result contains an error while comparing different options.,negative,complaint_or_problem_report,0
269,YouTube,video,education,What are the requirements for my current project.,neutral,question_or_information_request,0
647,YouTube,video,news,I agree that more context is needed after reading the description.,neutral,general_discussion,0
915,YouTube,video,travel,Could you include more examples during the weekend.,neutral,feature_or_content_request,0
245,YouTube,video,education,Where can I find the documentation during the weekend.,neutral,question_or_information_request,0
753,YouTube,video,music,Invest now for an exclusive bonus for a small business.,positive,financial_promotion,1
45,YouTube,video,education,The service has been frustrating during the weekend.,negative,complaint_or_problem_report,0
1049,YouTube,video,music,Contact me for confidential account access for my current project.,positive,fraudulent_service_offer,1
275,YouTube,video,travel,When will the next version be released during the weekend.,neutral,question_or_information_request,0
428,Instagram,post,sports,Share this with your friends in the mobile application.,neutral,engagement_bait,1
567,YouTube,video,news,I tested the example with new data after reading the description.,neutral,user_experience_feedback,0
1034,Instagram,post,food,Pay a small fee for guaranteed approval on my phone.,positive,fraudulent_service_offer,1
12,Instagram,post,sports,This feature is not working correctly while comparing different options.,negative,complaint_or_problem_report,0
465,YouTube,video,music,Tag three people to participate during the weekend.,neutral,engagement_bait,1
670,Instagram,post,gaming,Different users may have different experiences before making a decision.,neutral,general_discussion,0
271,YouTube,video,news,When will the next version be released after trying the latest update.,neutral,question_or_information_request,0
919,YouTube,video,news,Could you include more examples for my current project.,neutral,feature_or_content_request,0
228,Instagram,post,sports,Is this available everywhere in the mobile application.,neutral,question_or_information_request,0
86,Instagram,post,gaming,The product feels unreliable for a beginner.,negative,complaint_or_problem_report,0
267,YouTube,video,travel,What are the requirements after reading the description.,neutral,question_or_information_request,0
91,YouTube,video,travel,I cannot use this properly after trying the latest update.,negative,complaint_or_problem_report,0
18,Instagram,post,food,This feature is not working correctly in the mobile application.,negative,complaint_or_problem_report,0
276,Instagram,post,sports,When will the next version be released for a beginner.,neutral,question_or_information_request,0
1020,Instagram,post,sports,Buy leaked answers from my private group before making a decision.,positive,fraudulent_service_offer,1
436,Instagram,post,sports,Like this post for a surprise for a beginner.,neutral,engagement_bait,1
721,YouTube,video,music,Double your investment with this offer after trying the latest update.,positive,financial_promotion,1
702,Instagram,post,gaming,Earn money quickly with this method while comparing different options.,positive,financial_promotion,1
976,Instagram,post,technology,Could you add keyboard shortcuts for a beginner.,neutral,feature_or_content_request,0
92,Instagram,post,sports,I cannot use this properly while comparing different options.,negative,complaint_or_problem_report,0
335,YouTube,video,news,You are eligible for an exclusive bonus during the weekend.,positive,giveaway_or_reward_scam,1
507,YouTube,video,travel,I tested this and it worked as expected after reading the description.,neutral,user_experience_feedback,0
585,YouTube,video,music,I followed the instructions carefully during the weekend.,neutral,user_experience_feedback,0
645,YouTube,video,education,I agree that more context is needed during the weekend.,neutral,general_discussion,0
907,YouTube,video,travel,Please add a dark mode option after reading the description.,neutral,feature_or_content_request,0
897,YouTube,video,music,Explore the featured service online after reading the description.,positive,advertisement_or_promotion,1
416,Instagram,post,technology,Subscribe and comment DONE for a beginner.,neutral,engagement_bait,1
265,YouTube,video,music,What are the requirements during the weekend.,neutral,question_or_information_request,0
433,YouTube,video,music,Like this post for a surprise for a small business.,neutral,engagement_bait,1
996,Instagram,post,sports,An offline mode would be helpful for a beginner.,neutral,feature_or_content_request,0
277,YouTube,video,education,When will the next version be released after reading the description.,neutral,question_or_information_request,0
1084,Instagram,post,sports,Message me for a shortcut to approval on my phone.,positive,fraudulent_service_offer,1
41,YouTube,video,music,The service has been frustrating after trying the latest update.,negative,complaint_or_problem_report,0
279,YouTube,video,news,When will the next version be released for my current project.,neutral,question_or_information_request,0
1059,YouTube,video,travel,I can provide restricted interview questions for my current project.,positive,fraudulent_service_offer,1
778,Instagram,post,food,Our members are earning every day in the mobile application.,positive,financial_promotion,1
108,Instagram,post,sports,This is excellent in the mobile application.,positive,praise_or_appreciation,0
235,YouTube,video,travel,How does this work during the weekend.,neutral,question_or_information_request,0
116,Instagram,post,sports,I really enjoyed this for a beginner.,positive,praise_or_appreciation,0
66,Instagram,post,food,This experience has been disappointing for a beginner.,negative,complaint_or_problem_report,0
686,Instagram,post,gaming,I would like to hear other opinions for a beginner.,neutral,general_discussion,0
303,YouTube,video,news,You have won a special prize for a small business.,positive,giveaway_or_reward_scam,1
731,YouTube,video,travel,Start earning from home today after trying the latest update.,positive,financial_promotion,1
340,Instagram,post,sports,You are eligible for an exclusive bonus before making a decision.,positive,giveaway_or_reward_scam,1
394,Instagram,post,food,Click to unlock your cash reward on my phone.,positive,giveaway_or_reward_scam,1
19,YouTube,video,travel,This feature is not working correctly for my current project.,negative,complaint_or_problem_report,0
917,YouTube,video,education,Could you include more examples after reading the description.,neutral,feature_or_content_request,0
1013,YouTube,video,education,Buy leaked answers from my private group for a small business.,positive,fraudulent_service_offer,1
568,Instagram,post,technology,I tested the example with new data in the mobile application.,neutral,user_experience_feedback,0
347,YouTube,video,travel,Collect your free gift today after reading the description.,positive,giveaway_or_reward_scam,1
723,YouTube,video,travel,Double your investment with this offer for a small business.,positive,financial_promotion,1
658,Instagram,post,food,This topic deserves further discussion in the mobile application.,neutral,general_discussion,0
95,YouTube,video,news,I cannot use this properly during the weekend.,negative,complaint_or_problem_report,0
947,YouTube,video,travel,Can you add subtitles to the video after reading the description.,neutral,feature_or_content_request,0
366,Instagram,post,gaming,A reward is waiting for you for a beginner.,positive,giveaway_or_reward_scam,1
201,YouTube,video,music,Could you explain this part after trying the latest update.,neutral,question_or_information_request,0
432,Instagram,post,technology,Like this post for a surprise while comparing different options.,neutral,engagement_bait,1
348,Instagram,post,sports,Collect your free gift today in the mobile application.,positive,giveaway_or_reward_scam,1
414,Instagram,post,gaming,Subscribe and comment DONE on my phone.,neutral,engagement_bait,1
943,YouTube,video,news,Can you add subtitles to the video for a small business.,neutral,feature_or_content_request,0
442,Instagram,post,food,Comment YES to get noticed while comparing different options.,neutral,engagement_bait,1
872,Instagram,post,technology,Use this offer before it expires while comparing different options.,positive,advertisement_or_promotion,1
230,Instagram,post,gaming,Is this available everywhere before making a decision.,neutral,question_or_information_request,0
916,Instagram,post,sports,Could you include more examples for a beginner.,neutral,feature_or_content_request,0
499,YouTube,video,travel,Support my page and I will support yours for my current project.,neutral,engagement_bait,1
